Grupo,Año,PE,PR,PD_tom_real,PD_ret_real,dBRUTO_real,dNETO_real,PE_MXN,PD_tom_real_MXN,PD_ret_real_MXN,PD_tom_NT_reg_m,PD_ret_NT_reg_m,dBRUTO_NT_reg_m,dNETO_NT_reg_m,PD_tom_NT_reg_m_MXN,PD_ret_NT_reg_m_MXN,PD_tom_NT_reg_t,PD_ret_NT_reg_t,dBRUTO_NT_reg_t,dNETO_NT_reg_t,PD_tom_NT_reg_t_MXN,PD_ret_NT_reg_t_MXN,PD_tom_NT_reg_susc,PD_ret_NT_reg_susc,dBRUTO_NT_reg_susc,dNETO_NT_reg_susc,PD_tom_NT_reg_susc_MXN,PD_ret_NT_reg_susc_MXN,PD_tom_MEC_pub,PD_ret_MEC_pub,dBRUTO_MEC_pub,dNETO_MEC_pub,PD_tom_MEC_pub_MXN,PD_ret_MEC_pub_MXN,PD_tom_MEC_prop,PD_ret_MEC_prop,dBRUTO_MEC_prop,dNETO_MEC_prop,PD_tom_MEC_prop_MXN,PD_ret_MEC_prop_MXN,PD_tom_MEC_reg,PD_ret_MEC_reg,dBRUTO_MEC_reg,dNETO_MEC_reg,PD_tom_MEC_reg_MXN,PD_ret_MEC_reg_MXN,PD_tom_CAL,PD_ret_CAL,dBRUTO_CAL,dNETO_CAL,PD_tom_CAL_MXN,PD_ret_CAL_MXN,err_tom_NT_reg_m,err%_tom_NT_reg_m,err_ret_NT_reg_m,err%_ret_NT_reg_m,err_tom_NT_reg_t,err%_tom_NT_reg_t,err_ret_NT_reg_t,err%_ret_NT_reg_t,err_tom_NT_reg_susc,err%_tom_NT_reg_susc,err_ret_NT_reg_susc,err%_ret_NT_reg_susc,err_tom_MEC_pub,err%_tom_MEC_pub,err_ret_MEC_pub,err%_ret_MEC_pub,err_tom_MEC_prop,err%_tom_MEC_prop,err_ret_MEC_prop,err%_ret_MEC_prop,err_tom_MEC_reg,err%_tom_MEC_reg,err_ret_MEC_reg,err%_ret_MEC_reg,err_tom_CAL,err%_tom_CAL,err_ret_CAL,err%_ret_CAL
MyT,2023,54385312.650125235,46686505.71717706,46171761.614498615,37363708.87293859,8213551.03562662,9322796.844238475,958444563.2077441,811323193.2324203,654908149.9635234,46145161.825460136,37252166.863949254,8240150.824665099,9434338.853227817,808817918.4481515,651237223.8851253,48072254.878137626,39174275.80438903,6313057.771987606,7512229.9127880335,843359957.971704,685793269.7166294,58876891.08759219,49035578.270474784,-4491578.43746696,-2349072.5532977153,1042824236.9381251,867600625.569622,57023900.121633574,48337000.804794,-2638587.4715083446,-1650495.0876169363,1005214894.1073401,851669873.7398587,56795265.10402629,48149562.64501485,-2409952.453901059,-1463056.9278377844,1000994030.2554847,848212353.7622123,46391643.26461877,37346296.61116991,7993669.385506459,9340209.106007151,812325561.7906862,652112560.4060129,45895522.62429281,37003045.43787537,8489790.025832422,9683460.2793017,804355255.4346302,646768782.0571136,-26599.789038479328,-0.0005761051367406913,-111542.0089893341,-0.002985303449629451,1900493.2636390105,0.04116137650338703,1810566.9314504415,0.04845790169299228,12705129.473093577,0.27517099259006783,11671869.397536196,0.31238519273416615,10852138.50713496,0.23503843318222511,10973291.93185541,0.2936885085249938,10623503.489527673,0.23008659661345335,10785853.772076264,0.28867192517625395,219881.65012015402,0.004762253863216428,-17412.26176867634,-0.00046602070013685175,-276238.990205802,-0.0059828557660892645,-360663.43506322056,-0.00965277393338321
MyT,2024,92731330.37985183,83308540.6520553,69222936.9504969,60399068.319383435,23508393.42935493,22909472.33267186,1748004816.2323792,1274524146.0839968,1114236251.9537842,67298178.06555447,58614692.01728976,25433152.314297356,24693848.634765536,1237743476.8730476,1080221351.5977914,70693292.63072756,61928946.107943654,22038037.749124274,21379594.54411164,1307740711.873974,1147647156.8025115,73084227.4006752,65007522.36885058,19647102.979176622,18301018.283204712,1331062515.2334616,1184422378.7609181,86555591.01331852,77541537.98897308,6175739.366533315,5767002.663082203,1629078588.2592955,1459710600.848061,86613167.29461761,77585962.98416258,6118163.085234232,5722577.667892711,1630515763.254571,1460876958.3754523,69641678.55433367,60668927.73872526,23089651.82551816,22639612.913330033,1282058179.4602935,1119194890.8238816,66911548.97612267,58233131.80885723,25819781.403729163,25075408.84319806,1229749800.3558578,1072452322.2049583,-1924758.8849424273,-0.027805218468538426,-1784376.3020936772,-0.02954310971583365,1470355.6802306622,0.021240873979128497,1529877.788560219,0.025329493171490636,3861290.4501783103,0.05578050600395095,4608454.049467146,0.07630008504598387,17332654.062821627,0.2503888859153239,17142469.669589646,0.28382010098139604,17390230.34412071,0.25122063741035594,17186894.66477915,0.28455562549238006,418741.6038367748,0.0060491741940424705,269859.41934182495,0.004467940099917417,-2311387.974374227,-0.0333904927499271,-2165936.5105262026,-0.035860429155512394
MyT,2025,110266250.57074927,97803623.14868361,110809276.09742148,97833619.68507956,-543025.5266722143,-29996.536395959556,2114271443.5140033,2106205530.7780976,1860688510.8147671,115932052.8288297,102459571.98892702,-5665802.258080445,-4655948.840243414,2219830246.1260295,1963130353.0251088,116044128.97917075,102629028.54715565,-5777878.408421487,-4825405.398472041,2222720818.3586183,1966855349.2218392,122828705.56778763,108952133.45003188,-12562454.997038364,-11148510.30134828,2371169002.4925075,2103920759.4463944,114783117.41984844,101821272.38884506,-4516866.849099183,-4017649.2401614552,2201911155.658562,1953432170.67506,114750704.1985583,101791139.96931797,-4484453.627809031,-3987516.820634366,2201232231.8841577,1952804471.9550352,114578573.47201255,101240996.2265546,-4312322.901263289,-3437373.0778710023,2191358710.124294,1937503109.6127203,115904299.54177228,102426014.85350841,-5638048.971023008,-4622391.704824813,2219117194.4391756,1962348879.8977342,5122776.7314082235,0.04623057664328005,4625952.303847462,0.04728387152328739,5234852.881749272,0.04724200956918883,4795408.862076089,0.04901596074552098,12019429.47036615,0.10846952433656265,11118513.764952317,0.11364716751503351,3973841.32242696,0.035861991544220824,3987652.7037654966,0.040759533548911986,3941428.1011368185,0.035569477934966266,3957520.284238413,0.04045153697652636,3769297.3745910674,0.03401608157134038,3407376.5414750427,0.03482827838163588,5095023.444350794,0.04598011668148922,4592395.168428853,0.04694086943947789
MyT,2026,46678938.75335979,41403142.94884673,38605871.76793246,36755679.061896324,8073066.985427327,4647463.886950396,817271223.9852138,675035153.6224706,643130906.2888665,42476350.543949515,40026020.993336424,4202588.209410273,1377121.955510296,742460935.7806206,700095559.1847091,43839185.36970373,40855723.23699327,2839753.3836560547,547419.7118534595,766412812.6107378,714644833.8825064,62708139.16076312,56096726.544393525,-16029200.407403333,-14693583.595546803,1096275223.3509216,980788331.4468606,46821323.76182176,41764427.75461357,-142385.00846197456,-361284.80576684885,819858366.7898425,731341761.8791368,46531907.151601836,41518406.47924438,147031.60175795667,-115263.53039765451,814835088.5198905,727075011.1658578,42581957.40094936,40121738.784177035,4096981.352410428,1281404.164669685,744334643.88103,701791769.9658374,42255325.838129975,39878412.37409769,4423612.915229812,1524730.5747490302,738593171.0557036,697520173.5043259,3870478.776017055,0.10025622007147693,3270341.9314401,0.08897514655987897,5233313.601771273,0.13555745181017428,4100044.175096944,0.11154859003400526,24102267.392830662,0.6243161024238532,19341047.4824972,0.5262056905526626,8215451.993889302,0.21280317261773055,5008748.692717247,0.13627142309852436,7926035.383669376,0.2053064733601755,4762727.417348057,0.1295780009757854,3976085.633016899,0.10299173288762749,3366059.722280711,0.09157930986970172,3649454.070197515,0.09453106232479624,3122733.312201366,0.08495920608466255
RC,2023,24178178.684123665,16115577.806124067,19758297.41306191,13232393.169078477,4419881.271061756,2883184.63704559,425014506.3917793,346862924.31556016,232387488.07903987,16091109.351390976,10650269.807262603,8087069.332732687,5465307.998861464,283033418.45601,187440642.56217572,16959723.235922772,11232159.62663785,7218455.448200891,4883418.179486218,298321493.3726799,197666348.55359465,21279880.748917464,14138626.540281583,2898297.9352062014,1976951.2658424836,375078151.521194,249247839.3598233,23167711.555028565,15433706.392471604,1010467.129095098,681871.4136524625,407693497.4385448,271635509.0575195,23239776.954248894,15478299.074211637,938401.7298747689,637278.7319124317,408949471.92631084,272406370.504349,16282432.072367178,10784809.991483547,7895746.611756486,5330767.81464052,286502557.312672,189890257.1032654,16091109.351390976,10650269.807262603,8087069.332732687,5465307.998861464,283033418.45601,187440642.56217572,-3667188.061670933,-0.18560243248725525,-2582123.3618158735,-0.19513653568349165,-2798574.177139137,-0.14164045204062178,-2000233.5424406268,-0.15116188862304836,1521583.3358555548,0.07700984067836024,906233.3712031059,0.06848597677106485,3409414.141966656,0.1725560695180519,2201313.2233931273,0.16635790633376638,3481479.5411869846,0.1762034181591695,2245905.90513316,0.16972786981431326,-3475865.340694731,-0.17591927421827802,-2447583.17759493,-0.18496904878207931,-3667188.061670933,-0.18560243248725525,-2582123.3618158735,-0.19513653568349165
RC,2024,19301527.687671896,11520433.039891878,20401125.752543997,13484788.13216823,-1099598.064872099,-1964355.0922763506,359417323.9145057,392013558.8901366,258999366.58885837,24912474.520655725,16482183.623744939,-5610946.832983827,-4961750.583853059,473685988.9623145,312987708.20235765,24300818.80898007,15922879.710770786,-4999291.12130817,-4402446.670878908,460141393.4395044,301213864.9899229,21894239.28826713,13570754.072234685,-2592711.6005952307,-2050321.0323428074,405739838.36787677,251254640.32119787,19657579.72872307,11938812.156910736,-356052.0410511729,-418379.11701885785,367953632.6333645,223532887.7478435,19734084.27517773,11953184.728762021,-432556.58750583045,-432751.68887014396,368721179.2039943,223364867.27459592,24382694.926293034,16149547.692823537,-5081167.238621136,-4629114.652931659,463533654.5027838,306656314.7905854,24912474.520655725,16482183.623744939,-5610946.832983827,-4961750.583853059,473685988.9623145,312987708.20235765,4511348.768111728,0.22113234450060523,2997395.491576709,0.22227976162460888,3899693.056436073,0.19115087587506222,2438091.578602556,0.18080310604112795,1493113.5357231312,0.07318780119459543,85965.94006645493,0.006375030829100049,-743546.0238209255,-0.036446323249010225,-1545975.9752574936,-0.11464592250949329,-667041.4773662686,-0.03269630732427054,-1531603.4034062084,-0.11358008656825228,3981569.173749037,0.1951641895669674,2664759.560655307,0.19761226758160702,4511348.768111728,0.22113234450060523,2997395.491576709,0.22227976162460888
RC,2025,35643233.15575062,20821112.182358444,32738794.515537217,17776924.51871278,2904438.640213404,3044187.6636456614,684414910.0423199,615950686.4496789,333700948.2131109,30345029.456716493,16271446.960015098,5298203.699034125,4549665.222343347,573498292.0231326,307006591.39940894,31180393.051760674,16960641.484692797,4462840.103989946,3860470.697665645,590246423.2811909,320644243.5550572,30514692.699256178,17090721.582485028,5128540.45649444,3730390.599873417,592224912.7935842,332302345.4725036,34176024.97230531,19664732.435328037,1467208.1834453074,1156379.7470304081,655228329.5567471,377036604.1668662,34255068.795122325,19753378.597990032,1388164.3606282943,1067733.584368412,656965789.876344,378870812.13959026,30856829.513403773,16589689.58260892,4786403.642346846,4231422.599749524,583663606.0263147,313314533.19192636,30345029.456716493,16271446.960015098,5298203.699034125,4549665.222343347,573498292.0231326,307006591.39940894,-2393765.0588207245,-0.07311708003435155,-1505477.5586976837,-0.08468717730746683,-1558401.4637765437,-0.047601064328650085,-816283.0340199843,-0.045918124541774845,-2224101.8162810393,-0.06793474986458412,-686202.9362277538,-0.03860076783840906,1437230.4567680955,0.04389991989735642,1887807.9166152552,0.10619429219199669,1516274.2795851082,0.046314297823810004,1976454.079277251,0.11118087817702929,-1881965.002133444,-0.057484248579778914,-1187234.9361038618,-0.06678517056502802,-2393765.0588207245,-0.07311708003435155,-1505477.5586976837,-0.08468717730746683
RC,2026,17927919.993635673,10472653.582033735,14417102.432921473,7952491.589253904,3510817.5607142,2520161.9927798305,312281516.9869051,250003903.24215502,137584768.77903342,14953339.625192426,8318808.67483202,2974580.368443247,2153844.907201715,260746924.67831796,144936865.4470275,15406541.093612988,8645577.77440839,2521378.9000226874,1827075.807625344,268629963.1736599,150642542.27724606,21277252.183112092,12748365.527143937,-3349332.1894764183,-2275711.9451102028,370717751.8636211,222076187.8888718,19213725.794122633,11344735.32730772,-1285805.8004869581,-872081.745273985,334814454.3646842,197685476.83538938,19426536.51178455,11494956.42015272,-1498616.5181488772,-1022302.8381189862,338534892.45126504,200317219.65737793,15021568.910052061,8366955.5239027925,2906351.083583612,2105698.0581309423,261877937.59437412,145736344.52946055,14953339.625192426,8318808.67483202,2974580.368443247,2153844.907201715,260746924.67831796,144936865.4470275,536237.1922709532,0.037194519132114565,366317.08557811566,0.04606318428215819,989438.6606915146,0.06862950896652646,693086.1851544864,0.08715333771506839,6860149.750190619,0.475834154755359,4795873.937890032,0.6030655781353649,4796623.36120116,0.3327037026696893,3392243.7380538154,0.4265636373181091,5009434.078863077,0.3474646935589517,3542464.8308988158,0.4454534520584343,604466.4771305881,0.0419270432420795,414463.9346488882,0.052117494246576475,536237.1922709532,0.037194519132114565,366317.08557811566,0.04606318428215819
Vida,2023,48576354.17579751,47164976.24647604,46699074.53182864,44735401.919297315,1877279.6439688634,2429574.327178724,847937818.3864291,817861764.0139961,783619529.5647146,43880348.14816389,41859207.35923954,4696006.027633619,5305768.887236498,774062192.3901118,738551863.1773463,43863238.229968525,41931262.469568536,4713115.945828985,5233713.776907502,772870133.2913299,738948064.5700158,46305972.270901784,44699742.40151979,2270381.904895724,2465233.844956252,811684026.5926571,783526321.5530564,47351327.4242434,45739839.8989322,1225026.75155411,1425136.3475438328,827366515.0555577,799256761.8995724,47351327.4242434,45739839.8989322,1225026.75155411,1425136.3475438328,827366515.0555577,799256761.8995724,43860692.11470869,41843850.7403468,4715662.061088815,5321125.506129239,772439562.7388467,737076938.2312162,44088216.6004219,42167103.07997519,4488137.575375609,4997873.1665008515,777016149.4853343,743266409.198076,-2818726.3836647496,-0.06035936283370226,-2876194.560057774,-0.06429347757390065,-2835836.3018601164,-0.060725749499110485,-2804139.4497287795,-0.06268278207911149,-393102.2609268576,-0.008417774117963114,-35659.51777752489,-0.0007971207644865844,652252.8924147561,0.013967148149160873,1004437.9796348885,0.022452865885655728,652252.8924147561,0.013967148149160873,1004437.9796348885,0.022452865885655728,-2838382.41711995,-0.06078027124896012,-2891551.1789505184,-0.06463675422357618,-2610857.931406744,-0.05590813003429573,-2568298.8393221274,-0.05741088107256395
Vida,2024,54189019.13742035,50971475.03299837,52641314.64952071,51126596.06859334,1547704.4878996387,-155121.03559496626,1008525771.6148522,990884969.9646809,967088048.4221497,52558749.323581584,51587135.93237798,1630269.813838765,-615660.8993796036,986295522.7904063,974138859.36287,52468404.537963815,51305172.8488628,1720614.5994565338,-333697.8158644214,982872862.2020849,966637968.602551,53454481.44254635,51088133.28593406,734537.6948739979,-116658.25293568522,983876810.4570684,942277725.8939848,52883959.66544226,50443390.4061413,1305059.4719780907,528084.6268570675,988480526.6073295,945028405.0315297,52883959.66544226,50443390.4061413,1305059.4719780907,528084.6268570675,988480526.6073295,945028405.0315297,52112272.21252575,51182938.34719177,2076746.9248946048,-211463.3141934015,977784307.1871989,966491997.5245037,52821568.95347312,51562351.220824555,1367450.1839472316,-590876.187826179,989290971.9405642,971040443.8990359,-82565.32593912631,-0.0015684510633679255,460539.863784641,0.009007833479990799,-172910.11155689508,-0.0032846845240873824,178576.7802694589,0.003492835314713181,813166.7930256426,0.015447311649407039,-38462.78265927732,-0.0007523047810121023,242645.015921548,0.004609402662852328,-683205.6624520347,-0.013363018761026465,242645.015921548,0.004609402662852328,-683205.6624520347,-0.013363018761026465,-529042.4369949624,-0.010049947280330302,56342.27859843522,0.0011020150553900426,180254.30395241082,0.003424198372561959,435755.15223121643,0.008523062079990444
Vida,2025,84605629.39626956,58399539.108029254,61818635.0694303,49129435.30292298,22786994.32683926,9270103.805106275,1600021091.6982675,1168050946.3535461,928034672.7862688,63357396.81848121,51747164.12460032,21248232.577788353,6652374.983428933,1204130040.7417972,983730224.5069181,64336681.22542731,51772515.78531385,20268948.170842253,6627023.322715398,1222410191.266674,983928323.1262107,64105297.38504682,48034905.40556502,20500332.011222742,10364633.702464225,1225078319.4530816,917557892.8099099,75648167.80871089,55030193.99627025,8957461.587558674,3369345.111759005,1430388378.173548,1040665113.3988619,75648167.80871089,55030193.99627025,8957461.587558674,3369345.111759005,1430388378.173548,1040665113.3988619,64127469.464391954,52326568.90831147,20478159.93187761,6072970.199717779,1218288639.0921614,994445726.344174,65621472.72447918,52315609.21544389,18984156.67179038,6083929.892585367,1246557745.1179233,994118238.4715906,1538761.7490509078,0.02489155167083,2617728.821677342,0.053282290047441255,2518046.155997008,0.0407328009291845,2643080.482390873,0.05379830779845381,2286662.3156165183,0.03698985448398046,-1094529.8973579556,-0.0222784953787742,13829532.739280589,0.22371138935287457,5900758.693347268,0.12010638137736135,13829532.739280589,0.22371138935287457,5900758.693347268,0.12010638137736135,2308834.394961655,0.037348517843665364,3197133.6053884923,0.06507572467860784,3802837.6550488845,0.0615160404427857,3186173.912520908,0.06485264674579609
Vida,2026,74149562.68691963,51182176.84660309,43820727.006102815,43670776.12578341,30328835.680816814,7511400.720819671,1295909325.3399749,764320772.2654598,763504791.8450075,46973576.902629055,45917975.01619079,27175985.784290574,5264201.830412298,822660730.8907316,805107902.8562222,47271415.01682201,45539566.509326965,26878147.67009762,5642610.337276123,827934722.3489484,798417270.0541474,65258529.89358467,51828222.881818995,8891032.793334957,-646046.0352159031,1143194746.8355484,907958509.9911944,54801734.91764404,44908019.78695877,19347827.769275595,6274157.059644315,960128574.8465765,786672539.127251,54801734.91764404,44908019.78695877,19347827.769275595,6274157.059644315,960128574.8465765,786672539.127251,46399402.29588987,45583399.79776865,27750160.39102976,5598777.048834436,812726057.1933564,799283306.018137,50021328.989161275,46464308.37443695,24128233.697758354,4717868.472166136,875778957.0410235,814370071.8388196,3152849.89652624,0.0719488267752187,2247198.890407376,0.05145772733543474,3450688.010719195,0.07874556737131781,1868790.383543551,0.04279269913044227,21437802.887481853,0.4892160480244031,8157446.756035581,0.18679417861821304,10981007.911541224,0.25058935946023725,1237243.6611753553,0.02833115806350145,10981007.911541224,0.25058935946023725,1237243.6611753553,0.02833115806350145,2578675.289787054,0.05884601799116495,1912623.6719852388,0.04379642043632052,6200601.98305846,0.14149929512111736,2793532.2486535385,0.06396800094890517
TOTAL,2023,647793878.404929,513725340.1110823,599937431.777704,475982479.6867163,47856446.62722495,37742860.424366,11375608011.549393,10550833300.263357,8370284578.547653,586536325.268177,464690684.78143936,61257553.136751905,49034655.32964293,10323432590.853434,8179169021.6582,592719259.6081907,469437484.52940047,55074618.79673829,44287855.58168183,10430426011.8135,8261253603.944392,632129452.9784166,501497095.98989487,15664425.42651247,12228244.121187422,11139822547.539549,8838051246.803036,639065795.986122,506707666.0649036,8728082.41880704,7017674.046178719,11232141505.742086,8905636780.222584,639687616.6125038,507143177.45154446,8106261.792425215,6582162.659537828,11242432616.961166,8912663823.892096,588221535.845282,466334722.16650444,59572342.55964698,47390617.94457789,10354519335.695387,8209502374.956145,586015383.9088495,464397146.5754007,61778494.49607952,49328193.53568161,10313138910.979248,8172811099.963447,-13401106.509526968,-0.022337506879371558,-11291794.905276954,-0.023723131390695356,-7218172.169513345,-0.012031541602804854,-6544995.15731585,-0.01375049594603494,32192021.20071256,0.05365896424452598,25514616.30317855,0.05360410811753374,39128364.20841801,0.06522074159046026,30725186.3781873,0.06455108683498204,39750184.83479977,0.0662572173851764,31160697.764828146,0.06546606040066347,-11715895.932422042,-0.019528529663011853,-9647757.520211875,-0.020269144205815867,-13922047.868854523,-0.023205833027623263,-11585333.111315608,-0.024339830993235046
TOTAL,2024,795077840.21733,611698761.106678,730276465.9539369,564694223.9004399,64801374.26339313,47004537.206238106,14862287622.838783,13625523913.39193,10547606653.960361,740550825.1506343,574507433.2883152,54527015.06669577,37191327.81836273,13806668617.300604,10724590788.725208,749413857.6284199,581068327.7828863,45663982.5889101,30630433.323791657,13974339470.469963,10847728207.043919,778767676.3127198,597469798.8948307,16310163.904610215,14228962.211847285,14420985029.869862,11060198756.576014,791235247.4771756,609410537.378535,3842592.7401544442,2288223.7281429693,14811566369.336143,11414285711.776672,792466446.7843132,610189079.0042989,2611393.4330168366,1509682.1023790715,14833784662.30755,11428171984.715387,744372960.7744069,577804555.4521767,50704879.442923136,33894205.65450124,13875562078.232235,10783711557.693174,740481989.6421918,574310483.1255584,54595850.575138286,37388277.98111956,13800780530.927732,10715897600.793829,10274359.196697354,0.014069136382857806,9813209.387875319,0.017377917061190743,19137391.67448294,0.02620568040554939,16374103.882446408,0.02899640759444583,48491210.35878289,0.06640116807740801,32775574.994390845,0.058041278991671504,60958781.52323866,0.08347356701904687,44716313.478095174,0.0791867732756888,62189980.83037627,0.08515950291392654,45494855.10385907,0.08056546920139948,14096494.820469975,0.01930295645232956,13110331.551736832,0.023216691435555197,10205523.688254833,0.013974876863824006,9616259.225118518,0.01702914394749315
TOTAL,2025,1013681786.3147298,716788614.9827055,962221309.4167328,695221565.6376227,51460476.89799699,21567049.345082704,19368061007.606255,18375244408.48093,13277901620.173546,966184467.1515241,698844337.3455305,47497319.16320577,17944277.637174908,18479749474.057457,13371853353.724833,972273351.9755968,701823702.6835191,41408434.33913299,14964912.299186269,18596570970.33222,13428682803.318157,979790818.3677624,701249614.5490285,33890967.9469674,15539000.433676977,18802028138.797104,13461305795.342978,998301476.7347473,710137971.4773022,15380309.5799825,6650643.505403302,19060400495.31724,13559061837.108389,999601067.4837011,711019445.9306327,14080718.831028674,5769169.05207278,19084539396.286343,13575087910.208506,964374604.647787,697087990.5149378,49307181.66694283,19700624.4677677,18445750622.305252,13339042229.705973,969363613.2590379,700528899.5120372,44318173.055691905,16259715.470668271,18538689760.313637,13402583942.988197,3963157.734791279,0.004118759058863096,3622771.707907796,0.005210959911154611,10052042.558863997,0.010446705410169328,6602137.045896411,0.009496450300475445,17569508.95102966,0.01825932223604539,6028048.911405802,0.008670687460446044,36080167.3180145,0.03749674525487814,14916405.83967948,0.021455614406896157,37379758.06696832,0.038847360478460734,15797880.293009996,0.022723518765590887,2153295.231054187,0.00223783781338146,1866424.8773150444,0.0026846475563560117,7142303.842305064,0.007422724660540407,5307333.874414444,0.00763401789693739
TOTAL,2026,481490001.6153615,339048577.60254604,445627606.412671,337304345.40090835,35862395.20269049,1744232.2016376937,8408312560.353046,7782201412.711169,5892188053.2989,447793016.0275046,339305628.32518226,33696985.587856896,-257050.72263623122,7827230194.506352,5932039569.906524,450022316.2918597,339036723.58756024,31467685.323501814,11854.014985782094,7865762759.433172,5926997633.435028,517206848.143179,376351722.799837,-35716846.52781747,-37303145.19729095,9035264098.387836,6575087198.679389,457252439.96359354,330645964.3074415,24237561.65176797,8402613.295104574,7989331150.763044,5777949631.270683,457070563.30149657,330114487.91104484,24419438.313864954,8934089.691501211,7986060449.4750805,5768618266.174819,445190235.9525448,337636920.09955436,36299765.6628167,1411657.5029916484,7781188263.960304,5902287144.88954,451049125.064928,339924912.34146297,30440876.550433517,-876334.738916954,7883880455.170377,5942435016.255485,2165409.6148335934,0.0048592357916630675,2001282.9242739081,0.005933166742620087,4394709.879188657,0.009861843871312944,1732378.1866518855,0.005135949804005164,71579241.73050797,0.16062568992689918,39047377.39892864,0.11576304287606574,11624833.550922513,0.02608643042674829,-6658381.093466878,-0.01973998018185314,11442956.888825536,0.025678294441724616,-7189857.489863515,-0.02131563849649757,-437370.4601262212,-0.0009814707478449992,332574.69864600897,0.0009859781031006942,5421518.652256966,0.01216602960463001,2620566.940554619,0.007769146695812362
