fecha,local,visitante,h1,a1,hf,af,fase
2024-01-12,Querétaro,Toluca,1,0,2,2,regular
2024-01-12,Mazatlán,Atlético San Luis,0,0,0,1,regular
2024-01-13,Chivas,Santos,0,0,1,1,regular
2024-01-13,Monterrey,Puebla,0,0,2,0,regular
2024-01-13,Tijuana,América,0,0,0,2,regular
2024-01-13,Cruz Azul,Pachuca,0,0,0,1,regular
2024-01-14,Pumas,Juárez,0,0,1,0,regular
2024-01-14,Necaxa,Atlas,0,1,2,1,regular
2024-01-17,León,Tigres,0,0,1,2,regular
2024-01-19,Atlético San Luis,Pumas,1,0,3,1,regular
2024-01-19,Juárez,Cruz Azul,0,0,0,0,regular
2024-01-19,Puebla,Necaxa,0,0,1,2,regular
2024-01-20,Toluca,Mazatlán,1,1,4,1,regular
2024-01-20,América,Querétaro,0,0,2,0,regular
2024-01-20,Atlas,Tijuana,0,0,0,0,regular
2024-01-21,Santos,Monterrey,0,1,0,2,regular
2024-01-21,Tigres,Chivas,0,0,1,0,regular
2024-01-24,Juárez,América,0,1,0,2,regular
2024-01-24,Monterrey,Querétaro,1,0,1,1,regular
2024-01-24,Atlético San Luis,Tigres,1,0,1,2,regular
2024-01-26,Puebla,Toluca,1,1,1,1,regular
2024-01-26,Tijuana,Chivas,1,0,1,1,regular
2024-01-27,Necaxa,América,0,0,0,0,regular
2024-01-27,Monterrey,Atlético San Luis,2,1,3,1,regular
2024-01-27,Cruz Azul,Mazatlán,2,1,2,1,regular
2024-01-27,León,Santos,0,1,3,2,regular
2024-01-28,Atlas,Juárez,2,0,2,1,regular
2024-01-28,Pumas,Pachuca,2,1,3,1,regular
2024-01-28,Querétaro,Tigres,1,0,1,1,regular
2024-01-30,Cruz Azul,Tijuana,0,0,1,0,regular
2024-01-30,Mazatlán,León,2,1,2,2,regular
2024-01-30,Santos,Puebla,0,0,3,0,regular
2024-01-30,Chivas,Toluca,2,2,3,2,regular
2024-01-31,Pumas,Necaxa,1,0,2,2,regular
2024-01-31,Pachuca,Atlas,3,2,4,3,regular
2024-02-02,Querétaro,Cruz Azul,1,3,1,3,regular
2024-02-02,Puebla,Mazatlán,1,1,3,2,regular
2024-02-03,Toluca,León,3,0,4,1,regular
2024-02-03,Juárez,Necaxa,1,1,2,2,regular
2024-02-03,Tigres,Pumas,1,0,2,2,regular
2024-02-03,Pachuca,Tijuana,2,1,3,2,regular
2024-02-03,América,Monterrey,1,1,1,1,regular
2024-02-04,Atlético San Luis,Chivas,0,1,0,2,regular
2024-02-04,Atlas,Santos,2,0,3,0,regular
2024-02-07,Pachuca,León,1,2,3,2,regular
2024-02-09,Tijuana,Querétaro,1,1,1,1,regular
2024-02-09,Mazatlán,Atlas,0,0,2,0,regular
2024-02-10,Necaxa,Toluca,2,1,3,3,regular
2024-02-10,Chivas,Juárez,1,0,2,1,regular
2024-02-10,León,América,0,0,0,1,regular
2024-02-10,Cruz Azul,Atlético San Luis,1,0,3,0,regular
2024-02-10,Monterrey,Pachuca,2,0,3,2,regular
2024-02-10,Santos,Tigres,0,2,0,3,regular
2024-02-11,Pumas,Puebla,0,0,3,0,regular
2024-02-14,Atlas,Pumas,0,0,0,0,regular
2024-02-16,Querétaro,Necaxa,1,0,1,1,regular
2024-02-16,Mazatlán,Chivas,0,1,2,2,regular
2024-02-17,Atlético San Luis,Tijuana,1,2,3,3,regular
2024-02-17,Cruz Azul,Tigres,0,0,1,0,regular
2024-02-17,Pachuca,América,0,0,2,1,regular
2024-02-18,Monterrey,Toluca,0,0,0,0,regular
2024-02-18,Atlas,León,0,0,0,1,regular
2024-02-18,Pumas,Santos,2,0,3,0,regular
2024-02-20,Necaxa,Chivas,1,0,1,0,regular
2024-02-20,Puebla,Pachuca,1,1,1,4,regular
2024-02-21,León,Cruz Azul,0,2,2,3,regular
2024-02-21,Toluca,Santos,0,0,1,0,regular
2024-02-21,América,Mazatlán,0,1,2,2,regular
2024-02-23,Juárez,Monterrey,0,0,0,3,regular
2024-02-23,Necaxa,Pachuca,1,0,1,1,regular
2024-02-23,Puebla,Querétaro,0,0,0,2,regular
2024-02-24,Tigres,Atlas,1,0,1,1,regular
2024-02-24,América,Cruz Azul,1,0,1,0,regular
2024-02-24,Chivas,Pumas,0,0,3,1,regular
2024-02-24,León,Atlético San Luis,0,0,1,0,regular
2024-02-25,Toluca,Tijuana,0,0,2,0,regular
2024-02-25,Santos,Mazatlán,0,0,1,0,regular
2024-02-27,Querétaro,Atlético San Luis,2,0,4,1,regular
2024-02-28,Tigres,Juárez,0,0,1,0,regular
2024-02-28,Tijuana,Monterrey,0,0,1,1,regular
2024-03-01,Mazatlán,Necaxa,0,0,2,1,regular
2024-03-01,Querétaro,Santos,0,0,0,1,regular
2024-03-01,Atlético San Luis,Puebla,2,0,4,0,regular
2024-03-02,Atlas,América,1,2,1,5,regular
2024-03-02,Toluca,Tigres,0,1,2,1,regular
2024-03-02,Pachuca,Juárez,0,0,3,2,regular
2024-03-02,Cruz Azul,Chivas,3,0,3,0,regular
2024-03-03,Monterrey,Pumas,0,0,3,0,regular
2024-03-03,Tijuana,León,0,0,1,1,regular
2024-03-08,Puebla,Atlas,1,2,2,2,regular
2024-03-08,Juárez,Toluca,1,1,1,1,regular
2024-03-08,Necaxa,Atlético San Luis,2,1,3,1,regular
2024-03-09,América,Tigres,1,0,2,0,regular
2024-03-09,Chivas,León,0,1,1,2,regular
2024-03-09,Pachuca,Querétaro,0,1,1,2,regular
2024-03-09,Santos,Cruz Azul,1,0,3,0,regular
2024-03-10,Pumas,Tijuana,2,1,3,3,regular
2024-03-10,Monterrey,Mazatlán,2,0,2,1,regular
2024-03-15,Querétaro,Juárez,1,0,1,0,regular
2024-03-15,Tijuana,Santos,0,1,2,2,regular
2024-03-16,Cruz Azul,Necaxa,1,2,1,2,regular
2024-03-16,León,Puebla,1,0,2,1,regular
2024-03-16,Tigres,Mazatlán,2,0,5,1,regular
2024-03-16,Chivas,América,0,0,0,0,regular
2024-03-17,Toluca,Pumas,2,0,3,0,regular
2024-03-17,Atlas,Monterrey,0,1,1,2,regular
2024-03-17,Atlético San Luis,Pachuca,1,0,2,1,regular
2024-03-23,Juárez,Puebla,1,1,4,3,regular
2024-03-29,América,Atlético San Luis,0,0,2,1,regular
2024-03-29,Mazatlán,Tijuana,1,0,2,0,regular
2024-03-29,Puebla,Tigres,1,0,2,3,regular
2024-03-30,Pachuca,Toluca,1,3,2,3,regular
2024-03-30,Monterrey,Chivas,0,0,0,2,regular
2024-03-30,Pumas,Cruz Azul,0,0,0,0,regular
2024-03-31,Necaxa,León,0,0,1,2,regular
2024-03-31,Juárez,Santos,0,0,2,1,regular
2024-03-31,Atlas,Querétaro,2,1,2,3,regular
2024-04-05,Mazatlán,Pumas,0,1,0,4,regular
2024-04-05,Tijuana,Necaxa,1,1,2,3,regular
2024-04-06,Tigres,Pachuca,0,0,0,3,regular
2024-04-06,Chivas,Puebla,1,0,3,2,regular
2024-04-06,Cruz Azul,Monterrey,0,0,2,1,regular
2024-04-06,Santos,América,0,0,1,1,regular
2024-04-06,León,Querétaro,0,1,0,2,regular
2024-04-07,Toluca,Atlas,2,0,4,1,regular
2024-04-08,Atlético San Luis,Juárez,2,2,2,3,regular
2024-04-12,Querétaro,Mazatlán,0,1,0,2,regular
2024-04-12,Necaxa,Santos,1,0,2,0,regular
2024-04-12,Puebla,Cruz Azul,0,0,0,1,regular
2024-04-13,América,Toluca,3,1,5,1,regular
2024-04-13,Monterrey,Tigres,1,2,3,3,regular
2024-04-13,Pachuca,Chivas,0,1,0,1,regular
2024-04-14,Pumas,León,0,0,1,0,regular
2024-04-14,Juárez,Tijuana,0,0,0,1,regular
2024-04-14,Atlas,Atlético San Luis,1,1,2,1,regular
2024-04-19,Mazatlán,Juárez,0,0,0,2,regular
2024-04-19,Atlético San Luis,Toluca,1,2,1,5,regular
2024-04-19,Tijuana,Puebla,0,1,3,1,regular
2024-04-20,Tigres,Necaxa,0,1,5,2,regular
2024-04-20,Chivas,Querétaro,0,0,2,0,regular
2024-04-20,Santos,Pachuca,0,0,0,2,regular
2024-04-20,Pumas,América,1,1,2,1,regular
2024-04-20,León,Monterrey,1,0,2,0,regular
2024-04-21,Cruz Azul,Atlas,1,2,2,2,regular
2024-04-26,Querétaro,Pumas,0,0,1,1,regular
2024-04-26,Puebla,América,1,2,1,2,regular
2024-04-27,Juárez,León,1,0,1,1,regular
2024-04-27,Tigres,Tijuana,1,0,4,1,regular
2024-04-27,Toluca,Cruz Azul,0,1,0,1,regular
2024-04-27,Pachuca,Mazatlán,0,0,1,1,regular
2024-04-27,Atlas,Chivas,0,0,0,1,regular
2024-04-28,Santos,Atlético San Luis,0,2,0,3,regular
2024-04-28,Necaxa,Monterrey,0,0,2,5,regular
2024-05-02,Pachuca,Pumas,0,0,0,0,liguilla
2024-05-02,Necaxa,Querétaro,0,0,1,1,liguilla
2024-05-05,Pachuca,Necaxa,0,0,2,1,liguilla
2024-05-08,Pachuca,América,1,1,1,1,liguilla
2024-05-08,Chivas,Toluca,0,0,1,0,liguilla
2024-05-09,Tigres,Monterrey,1,1,1,2,liguilla
2024-05-09,Pumas,Cruz Azul,0,1,0,2,liguilla
2024-05-11,América,Pachuca,0,1,1,1,liguilla
2024-05-11,Toluca,Chivas,0,0,0,0,liguilla
2024-05-12,Monterrey,Tigres,0,1,1,1,liguilla
2024-05-12,Cruz Azul,Pumas,0,0,2,2,liguilla
2024-05-15,Chivas,América,0,0,0,0,liguilla
2024-05-16,Monterrey,Cruz Azul,0,1,0,1,liguilla
2024-05-18,América,Chivas,0,0,1,0,liguilla
2024-05-19,Cruz Azul,Monterrey,0,0,1,2,liguilla
2024-05-23,Cruz Azul,América,1,1,1,1,liguilla
2024-05-26,América,Cruz Azul,0,0,1,0,liguilla
2024-07-05,Querétaro,Tijuana,0,1,1,2,regular
2024-07-05,Juárez,Atlas,1,0,2,2,regular
2024-07-05,Puebla,Santos,0,0,1,0,regular
2024-07-06,Atlético San Luis,América,1,1,2,1,regular
2024-07-06,Tigres,Necaxa,1,0,1,0,regular
2024-07-06,Chivas,Toluca,0,0,0,0,regular
2024-07-06,Cruz Azul,Mazatlán,0,0,1,0,regular
2024-07-07,Pachuca,Monterrey,0,1,0,1,regular
2024-07-07,Pumas,León,2,1,4,1,regular
2024-07-12,América,Querétaro,2,1,3,1,regular
2024-07-12,Mazatlán,Atlético San Luis,0,0,2,2,regular
2024-07-12,Tijuana,Chivas,1,0,4,2,regular
2024-07-12,Atlas,Tigres,1,0,1,1,regular
2024-07-13,León,Pachuca,0,0,0,0,regular
2024-07-13,Santos,Pumas,1,1,1,1,regular
2024-07-13,Toluca,Juárez,2,0,3,2,regular
2024-07-13,Monterrey,Cruz Azul,0,2,0,4,regular
2024-07-13,Necaxa,Puebla,2,0,4,1,regular
2024-07-16,Querétaro,Chivas,0,1,0,2,regular
2024-07-16,Atlas,Santos,0,0,1,0,regular
2024-07-16,Pachuca,Atlético San Luis,1,0,2,0,regular
2024-07-16,Puebla,León,1,1,2,2,regular
2024-07-16,Cruz Azul,Tijuana,2,0,3,0,regular
2024-07-17,Juárez,Pumas,1,0,1,2,regular
2024-07-17,Toluca,Mazatlán,2,0,3,0,regular
2024-07-17,Tigres,América,0,0,1,0,regular
2024-07-17,Necaxa,Monterrey,0,0,0,1,regular
2024-07-19,Puebla,Atlas,0,2,1,2,regular
2024-07-19,Atlético San Luis,Tijuana,1,1,1,1,regular
2024-07-20,Chivas,Mazatlán,0,0,2,0,regular
2024-07-20,Santos,Tigres,0,0,0,3,regular
2024-07-20,Monterrey,Querétaro,1,0,2,1,regular
2024-07-20,Cruz Azul,Toluca,0,1,1,1,regular
2024-07-20,Juárez,América,1,1,1,2,regular
2024-07-21,León,Necaxa,0,1,1,1,regular
2024-07-21,Pumas,Pachuca,1,0,2,0,regular
2024-08-16,Puebla,Monterrey,0,1,1,2,regular
2024-08-18,Tijuana,Santos,2,1,3,1,regular
2024-08-18,Atlético San Luis,Querétaro,2,0,4,0,regular
2024-08-23,Tijuana,Monterrey,1,2,2,2,regular
2024-08-23,Querétaro,Cruz Azul,0,1,0,2,regular
2024-08-23,Mazatlán,Pachuca,3,0,3,0,regular
2024-08-24,América,Puebla,0,0,0,1,regular
2024-08-24,Tigres,Chivas,0,0,1,1,regular
2024-08-24,Atlas,Pumas,1,0,2,1,regular
2024-08-24,Necaxa,Juárez,1,0,3,0,regular
2024-08-24,León,Santos,1,1,1,1,regular
2024-08-25,Toluca,Atlético San Luis,1,1,2,1,regular
2024-08-30,Tijuana,León,1,1,2,1,regular
2024-08-30,Atlético San Luis,Atlas,1,0,2,1,regular
2024-08-30,Mazatlán,Puebla,1,1,1,1,regular
2024-08-31,Cruz Azul,América,2,1,4,1,regular
2024-08-31,Chivas,Juárez,4,0,5,0,regular
2024-08-31,Monterrey,Toluca,0,1,1,2,regular
2024-08-31,Pachuca,Querétaro,0,1,1,1,regular
2024-09-01,Santos,Necaxa,0,1,3,2,regular
2024-09-01,Pumas,Tigres,1,2,1,3,regular
2024-09-13,Puebla,Querétaro,1,0,2,1,regular
2024-09-13,Tigres,Atlético San Luis,0,0,1,0,regular
2024-09-13,Necaxa,Pumas,0,0,2,0,regular
2024-09-13,Juárez,Mazatlán,0,0,1,0,regular
2024-09-13,Atlas,Pachuca,2,0,2,0,regular
2024-09-14,León,Cruz Azul,1,1,1,2,regular
2024-09-14,América,Chivas,1,0,1,0,regular
2024-09-14,Santos,Monterrey,0,1,0,2,regular
2024-09-14,Toluca,Tijuana,1,0,4,0,regular
2024-09-17,América,Atlas,1,0,3,0,regular
2024-09-17,Pumas,Puebla,0,0,1,0,regular
2024-09-17,Querétaro,Tigres,1,0,1,0,regular
2024-09-17,Atlético San Luis,Cruz Azul,2,1,3,1,regular
2024-09-17,Pachuca,Toluca,0,1,2,2,regular
2024-09-18,Chivas,León,1,0,2,0,regular
2024-09-18,Mazatlán,Necaxa,0,0,0,0,regular
2024-09-18,Monterrey,Juárez,1,0,3,2,regular
